account_id,customer_id,account_type,open_date,status,opening_balance
A000531,C000531,Savings,2009-06-29,Active,6472.37
A000532,C000532,Current,2018-10-10,Active,16503.4
A000533,C000533,Savings,2015-07-28,Active,1740.99
A000534,C000534,Current,2020-10-29,Active,13679.1
A000535,C000535,Current,2010-04-25,Active,5185.66
A000536,C000536,Savings,2019-09-05,Active,13692.2
A000537,C000537,Current,2020-08-30,Active,14213.54
A000538,C000538,Current,2011-03-21,Active,13523.82
A000539,C000539,Savings,2020-02-02,Active,17996.45
A000540,C000540,Current,2019-09-05,Active,13909.83
A000541,C000541,Current,2014-12-30,Active,9524.32
A000542,C000542,Current,2007-01-11,Active,14282.91
A000543,C000543,Current,2017-07-17,Active,12987.32
A000544,C000544,Savings,2014-07-03,Active,2296.92
A000545,C000545,Current,2019-05-08,Active,14702.62
A000546,C000546,Current,2019-10-05,Active,4774.33
A000547,C000547,Current,2017-07-17,Active,8292.1
A000548,C000548,Current,2026-03-02,Active,4224.02
A000549,C000549,Current,2009-07-29,Active,7181.29
A000550,C000550,Current,2019-03-09,Active,8351.83
A000551,C000551,Savings,2019-08-06,Active,14837.56
A000552,C000552,Current,2022-04-22,Active,8298.53
A000553,C000553,Current,2018-06-12,Active,3416.08
A000554,C000554,Current,2016-08-21,Active,11306.58
A000555,C000555,Savings,2016-12-19,Active,11608.67
A000556,C000556,Current,2018-06-12,Active,258.04
A000557,C000557,Current,2017-11-14,Active,16804.92
A000558,C000558,Current,2024-03-12,Active,10422.4
A000559,C000559,Savings,2017-11-14,Active,13702.06
A000560,C000560,Current,2023-02-16,Active,10619.83
A000561,C000561,Savings,2026-01-31,Active,8633.13
A000562,C000562,Current,2021-05-27,Active,5905.49
A000563,C000563,Savings,2020-09-29,Active,15133.1
A000564,C000564,Savings,2024-01-12,Active,9601.07
A000565,C000565,Current,2020-07-01,Active,13175.09
A000566,C000566,Savings,2008-04-05,Active,16342.66
A000567,C000567,Savings,2025-06-05,Active,9147.41
A000568,C000568,Savings,2017-03-19,Active,17512.41
A000569,C000569,Savings,2014-06-03,Active,434.13
A000570,C000570,Current,2007-08-09,Active,17763.54
A000571,C000571,Current,2007-06-10,Active,9784.97
A000572,C000572,Current,2020-06-01,Active,11992.37
A000573,C000573,Savings,2022-01-22,Active,5908.73
A000574,C000574,Current,2022-09-19,Active,10508.5
A000575,C000575,Savings,2013-10-06,Active,4128.63
A000576,C000576,Current,2025-09-03,Active,17325.28
A000577,C000577,Current,2014-11-30,Active,6865.25
A000578,C000578,Savings,2019-03-09,Active,5204.78
A000579,C000579,Current,2025-01-06,Active,15883.64
A000580,C000580,Current,2012-06-13,Active,12348.05
A000581,C000581,Current,2014-05-04,Active,961.84
A000582,C000582,Savings,2024-07-10,Active,10885.36
A000583,C000583,Current,2018-08-11,Active,3868.82
A000584,C000584,Savings,2023-11-13,Active,5964.04
A000585,C000585,Current,2025-12-02,Active,17710.82
A000586,C000586,Current,2012-08-12,Active,9554.54
A000587,C000587,Current,2013-12-05,Active,9980.01
A000588,C000588,Current,2009-09-27,Active,16412.28
A000589,C000589,Current,2022-11-18,Active,10222.12
A000590,C000590,Savings,2023-06-16,Active,11820.74
A000591,C000591,Current,2015-11-25,Active,2427.58
A000592,C000592,Current,2025-01-06,Active,17241.96
A000593,C000593,Current,2014-02-03,Active,3253.74
A000594,C000594,Current,2023-06-16,Active,17664.1
A000595,C000595,Savings,2012-08-12,Active,10143.62
A000596,C000596,Savings,2026-04-01,Active,12769.5
A000597,C000597,Savings,2025-12-02,Active,1271.7
A000598,C000598,Current,2021-09-24,Active,1894.09
A000599,C000599,Current,2017-09-15,Active,8439.3
A000600,C000600,Savings,2009-11-26,Active,805.49
A000601,C000601,Current,2012-02-14,Active,5945.88
A000602,C000602,Savings,2009-11-26,Active,11013.85
A000603,C000603,Savings,2018-07-12,Active,11117.97
A000604,C000604,Current,2023-04-17,Active,16065.91
A000605,C000605,Current,2022-08-20,Active,3895.78
A000606,C000606,Current,2022-11-18,Active,13059.64
A000607,C000607,Current,2019-10-05,Active,6015.85
A000608,C000608,Current,2020-07-01,Active,17276.93
A000609,C000609,Current,2023-09-14,Active,559.77
A000610,C000610,Current,2008-10-02,Active,13942.92
A000611,C000611,Savings,2019-10-05,Active,4098.45
A000612,C000612,Current,2015-03-30,Active,13334.15
A000613,C000613,Current,2023-08-15,Active,2909.36
A000614,C000614,Savings,2010-03-26,Active,15226.45
A000615,C000615,Current,2025-08-04,Active,15506.45
A000616,C000616,Current,2019-04-08,Active,17855.0
A000617,C000617,Current,2010-11-21,Active,17133.71
A000618,C000618,Current,2010-11-21,Active,9394.43
A000619,C000619,Savings,2021-12-23,Active,3637.23
A000620,C000620,Current,2015-08-27,Active,10224.07
A000621,C000621,Savings,2015-09-26,Active,6273.83
A000622,C000622,Savings,2024-05-11,Active,7691.49
A000623,C000623,Savings,2018-02-12,Active,15020.6
A000624,C000624,Current,2007-02-10,Active,1187.71
A000625,C000625,Current,2025-07-05,Active,15123.09
A000626,C000626,Savings,2015-05-29,Active,5949.42
A000627,C000627,Current,2016-06-22,Active,16269.29
A000628,C000628,Current,2009-11-26,Active,1082.07
A000629,C000629,Current,2015-04-29,Active,10626.54
A000630,C000630,Current,2025-05-06,Active,12160.17
A000631,C000631,Current,2008-07-04,Active,16056.37
A000632,C000632,Current,2022-02-21,Active,8567.52
A000633,C000633,Current,2018-10-10,Active,10603.65
A000634,C000634,Savings,2022-08-20,Active,7425.7
A000635,C000635,Current,2024-07-10,Active,9159.11
A000636,C000636,Current,2023-11-13,Active,14317.89
A000637,C000637,Current,2010-12-21,Active,5810.95
A000638,C000638,Savings,2020-05-02,Active,3804.97
A000639,C000639,Savings,2015-05-29,Active,12577.31
A000640,C000640,Current,2017-04-18,Active,14738.49
A000641,C000641,Current,2019-11-04,Active,13788.98
A000642,C000642,Current,2014-03-05,Active,5537.14
A000643,C000643,Current,2019-10-05,Active,4370.57
A000644,C000644,Current,2018-10-10,Active,1435.99
A000645,C000645,Current,2014-07-03,Active,8946.71
A000646,C000646,Current,2020-07-01,Active,10513.31
A000647,C000647,Current,2014-11-30,Active,15085.85
A000648,C000648,Current,2019-10-05,Active,3126.06
A000649,C000649,Current,2022-08-20,Active,382.05
A000650,C000650,Savings,2008-05-05,Active,7749.65
A000651,C000651,Current,2011-11-16,Active,9257.07
A000652,C000652,Current,2026-03-02,Active,10862.06
A000653,C000653,Current,2011-08-18,Active,14837.01
A000654,C000654,Current,2023-10-14,Active,10180.76
A000655,C000655,Current,2025-04-06,Active,15568.05
A000656,C000656,Current,2011-07-19,Active,3448.44
A000657,C000657,Current,2020-02-02,Active,5350.01
A000658,C000658,Savings,2011-02-19,Active,17897.16
A000659,C000659,Current,2021-07-26,Active,1706.62
A000660,C000660,Current,2010-07-24,Active,17555.9
A000661,C000661,Savings,2019-07-07,Active,10956.54
A000662,C000662,Current,2020-02-02,Active,1655.29
A000663,C000663,Savings,2008-01-06,Active,10251.13
A000664,C000664,Current,2016-12-19,Active,16031.27
A000665,C000665,Current,2012-12-10,Active,13716.4
A000666,C000666,Current,2021-02-26,Active,10607.57
A000667,C000667,Current,2023-03-18,Active,5711.54
A000668,C000668,Savings,2009-03-01,Active,14483.45
A000669,C000669,Current,2021-09-24,Active,15001.76
A000670,C000670,Current,2015-08-27,Active,325.8
A000671,C000671,Current,2024-05-11,Active,10962.05
A000672,C000672,Current,2019-12-04,Active,3731.94
A000673,C000673,Savings,2007-12-07,Active,15796.0
A000674,C000674,Current,2013-06-08,Active,2066.16
A000675,C000675,Current,2024-04-11,Active,1034.42
A000676,C000676,Savings,2018-01-13,Active,10075.29
A000677,C000677,Current,2024-02-11,Active,17655.49
A000678,C000678,Current,2024-11-07,Active,3015.87
A000679,C000679,Current,2019-11-04,Active,5961.55
A000680,C000680,Savings,2015-01-29,Active,1107.86
A000681,C000681,Current,2018-12-09,Active,17398.02
A000682,C000682,Savings,2007-12-07,Active,3182.13
A000683,C000683,Savings,2025-07-05,Active,12738.16
A000684,C000684,Current,2010-03-26,Active,15208.95
A000685,C000685,Savings,2018-01-13,Active,6093.54
A000686,C000686,Savings,2010-06-24,Active,6529.08
A000687,C000687,Savings,2012-06-13,Active,14149.84
A000688,C000688,Savings,2022-06-21,Active,15727.04
A000689,C000689,Current,2011-03-21,Active,10886.55
A000690,C000690,Savings,2013-10-06,Active,8348.84
A000691,C000691,Current,2013-01-09,Active,11267.66
A000692,C000692,Savings,2006-10-13,Active,1057.38
A000693,C000693,Current,2007-12-07,Active,942.53
A000694,C000694,Current,2011-02-19,Active,1313.11
A000695,C000695,Current,2014-12-30,Active,2990.43
A000696,C000696,Savings,2016-12-19,Active,16769.96
A000697,C000697,Current,2023-07-16,Active,16525.42
A000698,C000698,Current,2018-09-10,Active,4622.66
A000699,C000699,Current,2016-03-24,Active,14700.86
A000700,C000700,Current,2019-10-05,Active,11128.96
A000701,C000701,Current,2025-04-06,Active,5814.46
A000702,C000702,Current,2009-03-31,Active,2202.1
A000703,C000703,Current,2021-06-26,Active,1644.67
A000704,C000704,Current,2010-08-23,Active,15428.78
A000705,C000705,Current,2012-10-11,Active,10390.79
A000706,C000706,Current,2008-03-06,Active,5663.55
A000707,C000707,Savings,2017-01-18,Active,10247.25
A000708,C000708,Savings,2008-11-01,Active,4849.99
A000709,C000709,Current,2013-06-08,Active,7317.26
A000710,C000710,Current,2022-02-21,Active,4035.74
A000711,C000711,Current,2025-01-06,Active,3993.91
A000712,C000712,Savings,2016-09-20,Active,12387.87
A000713,C000713,Savings,2019-11-04,Active,14615.54
A000714,C000714,Current,2024-04-11,Active,2953.19
A000715,C000715,Current,2010-01-25,Active,16967.22
A000716,C000716,Current,2014-10-01,Active,5151.82
A000717,C000717,Savings,2026-05-31,Active,10792.47
A000718,C000718,Current,2014-11-30,Active,13474.26
A000719,C000719,Current,2008-09-02,Active,4327.07
A000720,C000720,Current,2006-11-12,Active,343.6
A000721,C000721,Current,2016-05-23,Active,6776.49
A000722,C000722,Savings,2010-04-25,Active,3658.01
A000723,C000723,Current,2016-08-21,Active,10683.39
A000724,C000724,Savings,2007-07-10,Active,11169.92
A000725,C000725,Current,2022-03-23,Active,4134.79
A000726,C000726,Savings,2019-11-04,Active,5908.79
A000727,C000727,Current,2025-02-05,Active,17913.06
A000728,C000728,Savings,2026-03-02,Active,12763.32
A000729,C000729,Current,2019-11-04,Active,2173.6
A000730,C000730,Current,2022-08-20,Active,16947.52
A000731,C000731,Current,2020-12-28,Active,12769.82
A000732,C000732,Current,2023-10-14,Active,5170.7
A000733,C000733,Current,2026-01-31,Active,10985.19
A000734,C000734,Savings,2009-03-01,Active,11912.78
A000735,C000735,Current,2019-10-05,Active,684.31
A000736,C000736,Current,2012-10-11,Active,10486.63
A000737,C000737,Current,2026-04-01,Active,8700.17
A000738,C000738,Savings,2021-04-27,Active,17502.88
A000739,C000739,Current,2018-12-09,Active,10640.57
A000740,C000740,Current,2020-07-31,Active,9456.67
A000741,C000741,Savings,2016-05-23,Active,6301.21
A000742,C000742,Savings,2026-01-01,Active,13437.47
A000743,C000743,Savings,2022-01-22,Active,7470.12
A000744,C000744,Current,2012-05-14,Active,8067.99
A000745,C000745,Current,2016-07-22,Active,6220.69
A000746,C000746,Savings,2017-06-17,Active,6200.27
A000747,C000747,Current,2010-07-24,Active,6288.51
A000748,C000748,Current,2007-05-11,Active,13642.26
A000749,C000749,Current,2016-05-23,Active,6809.42
A000750,C000750,Current,2018-01-13,Active,12750.75
A000751,C000751,Current,2019-06-07,Active,1269.04
A000752,C000752,Savings,2016-01-24,Active,15627.5
A000753,C000753,Current,2011-03-21,Active,15591.65
A000754,C000754,Current,2014-05-04,Active,3294.46
A000755,C000755,Current,2020-12-28,Active,6054.55
A000756,C000756,Current,2009-12-26,Active,12943.92
A000757,C000757,Savings,2014-10-31,Active,16105.97
A000758,C000758,Current,2020-10-29,Active,8451.69
A000759,C000759,Savings,2016-03-24,Active,16875.58
A000760,C000760,Current,2020-03-03,Active,16953.87
A000761,C000761,Current,2015-11-25,Active,12688.07
A000762,C000762,Savings,2009-05-30,Active,17047.81
A000763,C000763,Current,2011-06-19,Active,2007.32
A000764,C000764,Current,2021-10-24,Active,1088.6
A000765,C000765,Savings,2023-01-17,Active,5588.0
A000766,C000766,Current,2022-11-18,Active,16973.12
A000767,C000767,Savings,2016-10-20,Active,9089.58
A000768,C000768,Current,2023-11-13,Active,17764.54
A000769,C000769,Current,2021-04-27,Active,11525.11
A000770,C000770,Savings,2020-01-03,Active,7193.12
A000771,C000771,Savings,2026-05-01,Active,7388.43
A000772,C000772,Savings,2011-10-17,Active,15534.38
A000773,C000773,Current,2018-02-12,Active,6732.23
A000774,C000774,Current,2021-12-23,Active,11443.56
A000775,C000775,Current,2023-01-17,Active,1455.88
A000776,C000776,Current,2007-08-09,Active,9251.41
A000777,C000777,Savings,2009-04-30,Active,5544.39
A000778,C000778,Current,2013-04-09,Active,17077.69
A000779,C000779,Savings,2014-04-04,Active,17634.72
A000780,C000780,Current,2012-10-11,Active,15540.89
A000781,C000781,Savings,2011-11-16,Active,17869.42
A000782,C000782,Current,2026-04-01,Active,10953.68
A000783,C000783,Current,2008-03-06,Active,17259.45
A000784,C000784,Current,2010-11-21,Active,17823.71
A000785,C000785,Current,2007-12-07,Active,15538.88
A000786,C000786,Current,2011-01-20,Active,2311.37
A000787,C000787,Savings,2026-04-01,Active,9002.52
A000788,C000788,Current,2018-06-12,Active,10065.4
A000789,C000789,Current,2007-02-10,Active,11145.23
A000790,C000790,Savings,2025-05-06,Active,12225.95
A000791,C000791,Savings,2022-07-21,Active,1458.36
A000792,C000792,Current,2026-01-01,Active,2525.75
A000793,C000793,Savings,2016-02-23,Active,7717.05
A000794,C000794,Current,2016-08-21,Active,1001.72
A000795,C000795,Savings,2011-06-19,Active,7822.8
A000796,C000796,Current,2013-02-08,Active,13190.36
A000797,C000797,Current,2024-05-11,Active,7980.05
A000798,C000798,Current,2010-05-25,Active,14740.86
A000799,C000799,Current,2009-04-30,Active,985.01
A000800,C000800,Current,2020-06-01,Active,11136.44
A000801,C000801,Savings,2007-04-11,Active,13005.24
A000802,C000802,Current,2012-05-14,Active,4428.01
A000803,C000803,Current,2015-04-29,Active,2632.22
A000804,C000804,Current,2012-06-13,Active,9804.11
A000805,C000805,Current,2014-02-03,Active,13101.71
A000806,C000806,Current,2021-02-26,Active,15810.3
A000807,C000807,Savings,2021-01-27,Active,1682.58
A000808,C000808,Current,2007-02-10,Active,1854.22
A000809,C000809,Current,2012-12-10,Active,1803.92
A000810,C000810,Savings,2011-08-18,Active,11051.75
A000811,C000811,Current,2010-03-26,Active,4069.05
A000812,C000812,Current,2018-11-09,Active,17471.25
A000813,C000813,Current,2014-03-05,Active,2106.81
A000814,C000814,Savings,2014-07-03,Active,3247.16
A000815,C000815,Savings,2012-05-14,Active,11738.51
A000816,C000816,Current,2022-04-22,Active,9140.69
A000817,C000817,Current,2020-08-30,Active,9953.5
A000818,C000818,Current,2025-10-03,Active,8605.04
A000819,C000819,Current,2021-10-24,Active,7885.47
A000820,C000820,Current,2023-01-17,Active,609.65
A000821,C000821,Current,2013-07-08,Active,6798.27
A000822,C000822,Savings,2015-12-25,Active,6346.2
A000823,C000823,Current,2025-07-05,Active,14052.52
A000824,C000824,Current,2007-07-10,Active,7600.06
A000825,C000825,Savings,2012-05-14,Active,2576.33
A000826,C000826,Current,2020-06-01,Active,10189.19
A000827,C000827,Current,2018-02-12,Active,1869.72
A000828,C000828,Current,2019-07-07,Active,7625.86
A000829,C000829,Savings,2022-12-18,Active,10674.27
A000830,C000830,Current,2012-03-15,Active,4363.0
A000831,C000831,Current,2022-09-19,Active,13617.54
A000832,C000832,Savings,2016-12-19,Active,9586.09
A000833,C000833,Savings,2022-11-18,Active,4153.41
A000834,C000834,Current,2009-03-31,Active,4621.68
A000835,C000835,Savings,2013-02-08,Active,649.59
A000836,C000836,Current,2020-08-30,Active,3043.54
A000837,C000837,Savings,2018-06-12,Active,12390.14
A000838,C000838,Savings,2014-11-30,Active,11226.6
A000839,C000839,Current,2010-01-25,Active,6244.04
A000840,C000840,Current,2019-04-08,Active,14236.34
A000841,C000841,Current,2020-01-03,Active,1669.62
A000842,C000842,Current,2008-08-03,Active,5982.18
A000843,C000843,Current,2022-02-21,Active,12312.5
A000844,C000844,Current,2026-05-31,Active,889.67
A000845,C000845,Savings,2025-03-07,Active,1760.96
A000846,C000846,Current,2014-05-04,Active,6203.52
A000847,C000847,Current,2025-06-05,Active,265.8
A000848,C000848,Savings,2012-10-11,Active,12707.05
A000849,C000849,Current,2023-01-17,Active,3512.2
A000850,C000850,Savings,2013-04-09,Active,1049.22
A000851,C000851,Current,2008-02-05,Active,11448.63
A000852,C000852,Current,2015-12-25,Active,6551.75
A000853,C000853,Current,2019-10-05,Active,7803.8
A000854,C000854,Current,2017-05-18,Active,10620.69
A000855,C000855,Current,2010-08-23,Active,5623.22
A000856,C000856,Savings,2012-07-13,Active,14405.11
A000857,C000857,Current,2019-03-09,Active,7725.3
A000858,C000858,Current,2009-03-01,Active,599.9
A000859,C000859,Current,2007-02-10,Active,10465.98
A000860,C000860,Savings,2019-08-06,Active,10387.3
A000861,C000861,Savings,2022-06-21,Active,377.66
A000862,C000862,Current,2017-11-14,Active,6283.28
A000863,C000863,Savings,2015-05-29,Active,2930.26
A000864,C000864,Current,2018-05-13,Active,11326.11
A000865,C000865,Savings,2011-10-17,Active,9012.52
A000866,C000866,Current,2023-01-17,Active,8886.49
A000867,C000867,Current,2016-02-23,Active,9627.11
A000868,C000868,Current,2012-08-12,Active,16184.12
A000869,C000869,Current,2007-11-07,Active,1312.55
A000870,C000870,Current,2022-09-19,Active,8250.92
A000871,C000871,Savings,2016-03-24,Active,12460.51
A000872,C000872,Current,2022-01-22,Active,11903.11
A000873,C000873,Current,2009-08-28,Active,1730.43
A000874,C000874,Current,2025-04-06,Active,9540.9
A000875,C000875,Current,2018-10-10,Active,2160.31
A000876,C000876,Savings,2008-11-01,Active,14191.04
A000877,C000877,Current,2007-02-10,Active,2000.9
A000878,C000878,Savings,2026-01-31,Active,13907.15
A000879,C000879,Savings,2013-08-07,Active,2684.4
A000880,C000880,Savings,2007-10-08,Active,6904.57
A000881,C000881,Current,2012-01-15,Active,4356.39
A000882,C000882,Current,2010-05-25,Active,12742.92
A000883,C000883,Savings,2010-04-25,Active,2754.98
A000884,C000884,Current,2008-12-01,Active,10968.37
A000885,C000885,Savings,2007-07-10,Active,11412.32
A000886,C000886,Current,2010-12-21,Active,492.55
A000887,C000887,Current,2008-05-05,Active,5782.25
A000888,C000888,Current,2021-09-24,Active,15142.01
A000889,C000889,Current,2017-12-14,Active,9678.82
A000890,C000890,Current,2009-08-28,Active,9494.63
A000891,C000891,Current,2013-04-09,Active,9637.37
A000892,C000892,Current,2007-08-09,Active,858.64
A000893,C000893,Current,2017-04-18,Active,11481.46
A000894,C000894,Current,2021-10-24,Active,5618.97
A000895,C000895,Current,2014-09-01,Active,14385.64
A000896,C000896,Savings,2016-07-22,Active,5455.9
A000897,C000897,Current,2019-05-08,Active,4872.15
A000898,C000898,Savings,2017-05-18,Active,8698.5
A000899,C000899,Current,2023-12-13,Active,8762.88
A000900,C000900,Current,2022-12-18,Active,6424.85
A000901,C000901,Current,2007-11-07,Active,5698.04
A000902,C000902,Savings,2014-04-04,Active,14039.62
A000903,C000903,Current,2014-05-04,Active,1701.95
A000904,C000904,Current,2017-05-18,Active,15010.87
A000905,C000905,Current,2017-07-17,Active,15758.36
A000906,C000906,Current,2014-02-03,Active,5540.78
A000907,C000907,Savings,2008-06-04,Active,11589.78
A000908,C000908,Savings,2025-03-07,Active,9226.98
A000909,C000909,Current,2010-07-24,Active,14640.71
A000910,C000910,Savings,2009-03-31,Active,4101.62
A000911,C000911,Savings,2023-06-16,Active,17997.28
A000912,C000912,Current,2021-12-23,Active,16189.36
A000913,C000913,Current,2016-11-19,Active,517.57
A000914,C000914,Savings,2011-08-18,Active,17307.83
A000915,C000915,Current,2021-12-23,Active,7538.35
A000916,C000916,Savings,2016-09-20,Active,12956.32
A000917,C000917,Current,2019-01-08,Active,13565.98
A000918,C000918,Current,2020-05-02,Active,2717.48
A000919,C000919,Savings,2009-01-30,Active,13737.36
A000920,C000920,Savings,2019-05-08,Active,2112.37
A000921,C000921,Current,2023-12-13,Active,7401.88
A000922,C000922,Current,2020-04-02,Active,4488.95
A000923,C000923,Current,2010-12-21,Active,12705.82
A000924,C000924,Current,2006-10-13,Active,6747.83
A000925,C000925,Savings,2018-02-12,Active,16181.69
A000926,C000926,Current,2015-04-29,Active,3085.45
A000927,C000927,Current,2011-07-19,Active,3842.32
A000928,C000928,Current,2023-09-14,Active,8113.68
A000929,C000929,Current,2008-04-05,Active,14381.03
A000930,C000930,Current,2017-11-14,Active,5735.96
A000931,C000931,Current,2024-12-07,Active,7170.9
A000932,C000932,Current,2026-01-31,Active,5472.85
A000933,C000933,Savings,2020-06-01,Active,10292.6
A000934,C000934,Current,2014-11-30,Active,3755.14
A000935,C000935,Current,2013-03-10,Active,3443.31
A000936,C000936,Current,2020-11-28,Active,8399.91
A000937,C000937,Current,2022-02-21,Active,12976.07
A000938,C000938,Current,2007-11-07,Active,7292.58
A000939,C000939,Current,2009-01-30,Active,5888.62
A000940,C000940,Current,2017-05-18,Active,14070.87
A000941,C000941,Current,2012-08-12,Active,7662.27
A000942,C000942,Current,2012-03-15,Active,14430.08
A000943,C000943,Current,2012-01-15,Active,13358.62
A000944,C000944,Savings,2018-07-12,Active,1397.92
A000945,C000945,Current,2014-10-01,Active,15365.18
A000946,C000946,Current,2013-07-08,Active,15173.65
A000947,C000947,Current,2016-02-23,Active,8296.01
A000948,C000948,Current,2021-02-26,Active,3182.33
A000949,C000949,Current,2021-03-28,Active,13450.62
A000950,C000950,Current,2011-12-16,Active,7858.96
A000951,C000951,Current,2015-12-25,Active,12431.95
A000952,C000952,Current,2018-02-12,Active,10520.25
A000953,C000953,Savings,2013-01-09,Active,13581.09
A000954,C000954,Current,2010-01-25,Active,9317.83
A000955,C000955,Savings,2024-01-12,Active,6026.97
A000956,C000956,Current,2012-04-14,Active,7625.04
A000957,C000957,Savings,2018-11-09,Active,4435.7
A000958,C000958,Current,2015-05-29,Active,4432.62
A000959,C000959,Current,2012-08-12,Active,12506.28
A000960,C000960,Savings,2012-11-10,Active,621.75
A000961,C000961,Current,2012-03-15,Active,17425.74
A000962,C000962,Current,2008-10-02,Active,10567.36
A000963,C000963,Current,2011-03-21,Active,6946.63
A000964,C000964,Current,2010-02-24,Active,16736.76
A000965,C000965,Current,2011-12-16,Active,12439.36
A000966,C000966,Current,2010-11-21,Active,11436.42
A000967,C000967,Savings,2020-06-01,Active,14875.29
A000968,C000968,Savings,2016-03-24,Active,6699.1
A000969,C000969,Savings,2022-10-19,Active,8414.41
A000970,C000970,Current,2009-05-30,Active,16145.25
A000971,C000971,Current,2015-12-25,Active,6096.31
A000972,C000972,Current,2015-07-28,Active,13759.86
A000973,C000973,Current,2021-05-27,Active,9781.34
A000974,C000974,Current,2019-03-09,Active,14871.06
A000975,C000975,Savings,2020-01-03,Active,9098.48
A000976,C000976,Current,2021-11-23,Active,15084.46
A000977,C000977,Savings,2016-10-20,Active,11865.53
A000978,C000978,Savings,2009-07-29,Active,11151.87
A000979,C000979,Savings,2025-09-03,Active,4645.07
A000980,C000980,Current,2010-10-22,Active,2966.89
A000981,C000981,Current,2017-04-18,Active,13771.07
A000982,C000982,Savings,2020-08-30,Active,1603.28
A000983,C000983,Current,2018-10-10,Active,6836.39
A000984,C000984,Savings,2013-09-06,Active,11397.78
A000985,C000985,Savings,2019-08-06,Active,17597.43
A000986,C000986,Current,2010-02-24,Active,8686.4
A000987,C000987,Savings,2012-01-15,Active,3219.41
A000988,C000988,Savings,2011-09-17,Active,449.83
A000989,C000989,Current,2018-09-10,Active,6590.13
A000990,C000990,Savings,2015-10-26,Active,7766.03
A000991,C000991,Savings,2012-11-10,Active,11699.19
A000992,C000992,Savings,2009-03-31,Active,3635.07
A000993,C000993,Current,2013-05-09,Active,10822.49
A000994,C000994,Current,2019-12-04,Active,8937.17
A000995,C000995,Savings,2015-07-28,Active,11577.89
A000996,C000996,Current,2017-02-17,Active,5997.3
A000997,C000997,Current,2018-07-12,Active,14505.12
A000998,C000998,Current,2021-02-26,Active,11888.65
A000999,C000999,Savings,2015-09-26,Active,5774.6
A001000,C001000,Savings,2023-12-13,Active,17192.6
