account_id,calculated_closing_balance,reported_closing_balance,difference,status
A000634,10916.92,10916.92,0.0,PASS
A000635,12272.86,12272.86,0.0,PASS
A000636,18471.29,18471.29,0.0,PASS
A000637,9083.14,9083.14,0.0,PASS
A000638,7687.13,7687.13,0.0,PASS
A000639,14922.86,14922.86,0.0,PASS
A000640,26251.03,26251.03,0.0,PASS
A000641,15613.21,15613.21,0.0,PASS
A000642,10543.55,10543.55,0.0,PASS
A000643,7566.64,7566.64,0.0,PASS
A000644,6382.3,6382.3,0.0,PASS
A000645,12073.24,12073.24,0.0,PASS
A000646,15634.12,15634.12,0.0,PASS
A000647,21864.83,21864.83,0.0,PASS
A000648,4605.71,4605.71,0.0,PASS
A000649,-897.77,-897.77,0.0,PASS
A000650,8320.6,8320.6,0.0,PASS
A000651,11776.79,11776.79,0.0,PASS
A000652,18093.05,18093.05,0.0,PASS
A000653,20706.84,20706.84,0.0,PASS
A000654,10288.93,10288.93,0.0,PASS
A000655,16757.01,16757.01,0.0,PASS
A000656,4731.92,4731.92,0.0,PASS
A000657,8100.89,8100.89,0.0,PASS
A000658,18278.49,18278.49,0.0,PASS
A000659,5722.48,5722.48,0.0,PASS
A000660,23599.71,23599.71,0.0,PASS
A000661,14050.61,14050.61,0.0,PASS
A000662,1824.54,1824.54,0.0,PASS
A000663,15544.18,15544.18,0.0,PASS
A000664,17986.31,17986.31,0.0,PASS
A000665,20548.12,20548.12,0.0,PASS
A000666,12875.06,12875.06,0.0,PASS
A000667,12606.4,12606.4,0.0,PASS
A000668,17560.02,17560.02,0.0,PASS
A000669,21322.77,21322.77,0.0,PASS
A000670,-4995.66,-4995.66,0.0,PASS
A000671,14432.46,14432.46,0.0,PASS
A000672,8459.86,8459.86,0.0,PASS
A000673,18706.97,18706.97,0.0,PASS
A000674,2355.23,2355.23,0.0,PASS
A000675,3342.14,3342.14,0.0,PASS
A000676,14625.6,14625.6,0.0,PASS
A000677,19542.18,19542.18,0.0,PASS
A000678,2765.54,2765.54,0.0,PASS
A000679,11101.32,11101.32,0.0,PASS
A000680,6734.16,6734.16,0.0,PASS
A000681,18232.38,18232.38,0.0,PASS
A000682,3389.26,3389.26,0.0,PASS
A000683,10567.89,10567.89,0.0,PASS
A000684,17917.08,17917.08,0.0,PASS
A000685,10646.2,10646.2,0.0,PASS
A000686,15207.28,15207.28,0.0,PASS
A000687,16374.09,16374.09,0.0,PASS
A000688,20841.34,20841.34,0.0,PASS
A000689,14317.95,14317.95,0.0,PASS
A000690,8460.03,8460.03,0.0,PASS
A000691,12260.87,12260.87,0.0,PASS
A000692,-3943.92,-3943.92,0.0,PASS
A000693,4797.1,4797.1,0.0,PASS
A000694,1413.15,1413.15,0.0,PASS
A000695,9262.98,9262.98,0.0,PASS
A000696,13142.18,13142.18,0.0,PASS
A000697,19465.1,19465.1,0.0,PASS
A000698,8784.75,8784.75,0.0,PASS
A000699,16865.51,16865.51,0.0,PASS
A000700,15819.07,15819.07,0.0,PASS
A000701,7392.06,7392.06,0.0,PASS
A000702,6730.18,6730.18,0.0,PASS
A000703,5186.62,5186.62,0.0,PASS
A000704,21795.7,21795.7,0.0,PASS
A000705,12548.12,12548.12,0.0,PASS
A000706,8427.76,8427.76,0.0,PASS
A000707,12815.67,12815.67,0.0,PASS
A000708,6508.81,6508.81,0.0,PASS
A000709,9552.18,9552.18,0.0,PASS
A000710,8901.73,8901.73,0.0,PASS
A000711,6575.09,6575.09,0.0,PASS
A000712,14571.54,14571.54,0.0,PASS
A000713,20385.82,20385.82,0.0,PASS
A000714,2862.95,2862.95,0.0,PASS
A000715,17805.39,17805.39,0.0,PASS
A000716,9557.99,9557.99,0.0,PASS
A000717,11930.84,11930.84,0.0,PASS
A000718,16120.46,16120.46,0.0,PASS
A000719,1531.49,1531.49,0.0,PASS
A000720,-1769.69,-1769.69,0.0,PASS
A000721,2151.45,2151.45,0.0,PASS
A000722,7139.57,7139.57,0.0,PASS
A000723,19386.75,19386.75,0.0,PASS
A000724,14959.41,14959.41,0.0,PASS
A000725,6653.19,6653.19,0.0,PASS
A000726,4356.35,4356.35,0.0,PASS
A000727,23195.97,23195.97,0.0,PASS
A000728,17228.37,17228.37,0.0,PASS
A000729,6181.77,6181.77,0.0,PASS
A000730,18845.11,18845.11,0.0,PASS
A000731,14817.7,14817.7,0.0,PASS
A000732,5557.12,5557.12,0.0,PASS
A000733,13871.38,13871.38,0.0,PASS
A000734,20829.55,20829.55,0.0,PASS
A000735,4599.9,4599.9,0.0,PASS
A000736,13551.75,13551.75,0.0,PASS
A000737,4817.33,4817.33,0.0,PASS
A000738,18601.48,18601.48,0.0,PASS
A000739,14570.14,14570.14,0.0,PASS
A000740,10412.66,10412.66,0.0,PASS
A000741,10655.86,10655.86,0.0,PASS
A000742,11902.01,11902.01,0.0,PASS
A000743,10046.62,10046.62,0.0,PASS
A000744,12320.54,12320.54,0.0,PASS
A000745,10296.16,10296.16,0.0,PASS
A000746,8761.63,8761.63,0.0,PASS
A000747,14170.16,14170.16,0.0,PASS
A000748,32421.97,32421.97,0.0,PASS
A000749,12667.48,12667.48,0.0,PASS
A000750,12805.34,12805.34,0.0,PASS
A000751,3378.76,3378.76,0.0,PASS
A000752,19688.74,19688.74,0.0,PASS
A000753,16471.48,16471.48,0.0,PASS
A000754,5317.79,5317.79,0.0,PASS
A000755,5400.66,5400.66,0.0,PASS
A000756,17982.56,17982.56,0.0,PASS
A000757,16899.75,16899.75,0.0,PASS
A000758,5266.27,5266.27,0.0,PASS
A000759,18463.16,18463.16,0.0,PASS
A000760,14429.03,14429.03,0.0,PASS
A000761,17323.9,17323.9,0.0,PASS
A000762,19519.11,19519.11,0.0,PASS
A000763,4038.16,4038.16,0.0,PASS
A000764,2935.56,2935.56,0.0,PASS
A000765,9305.34,9305.34,0.0,PASS
A000766,17709.99,17709.99,0.0,PASS
A000767,10882.74,10882.74,0.0,PASS
A000768,16504.88,16504.88,0.0,PASS
A000769,15110.57,15110.57,0.0,PASS
A000770,10598.67,10598.67,0.0,PASS
A000771,23422.82,23422.82,0.0,PASS
A000772,21790.06,21790.06,0.0,PASS
A000773,7690.17,7690.17,0.0,PASS
A000774,15978.58,15978.58,0.0,PASS
A000775,1389.64,1389.64,0.0,PASS
A000776,16971.61,16971.61,0.0,PASS
A000777,14027.31,14027.31,0.0,PASS
A000778,21782.56,21782.56,0.0,PASS
A000779,18746.59,18746.59,0.0,PASS
A000780,19873.08,19873.08,0.0,PASS
A000781,19410.4,19410.4,0.0,PASS
A000782,19246.07,19246.07,0.0,PASS
A000783,27671.85,27671.85,0.0,PASS
A000784,16013.72,16013.72,0.0,PASS
A000785,18155.76,18155.76,0.0,PASS
A000786,370.47,370.47,0.0,PASS
A000787,14505.04,14505.04,0.0,PASS
A000788,14557.91,14557.91,0.0,PASS
A000789,14449.53,14449.53,0.0,PASS
A000790,12960.11,12960.11,0.0,PASS
A000791,3694.63,3694.63,0.0,PASS
A000792,9450.59,9450.59,0.0,PASS
A000793,14215.23,14215.23,0.0,PASS
A000794,4553.89,4553.89,0.0,PASS
A000795,8950.67,8950.67,0.0,PASS
A000796,16007.68,16007.68,0.0,PASS
A000797,10995.7,10995.7,0.0,PASS
A000798,16697.04,16697.04,0.0,PASS
A000799,-5493.31,-5493.31,0.0,PASS
A000800,17295.93,17295.93,0.0,PASS
A000801,9777.1,9777.1,0.0,PASS
A000802,6374.59,6374.59,0.0,PASS
A000803,5063.4,5063.4,0.0,PASS
A000804,12055.27,12055.27,0.0,PASS
A000805,21351.75,21351.75,0.0,PASS
A000806,18643.91,18643.91,0.0,PASS
A000807,2991.98,2991.98,0.0,PASS
A000808,8061.57,8061.57,0.0,PASS
A000809,3786.81,3786.81,0.0,PASS
A000810,12569.91,12569.91,0.0,PASS
A000811,6758.6,6758.6,0.0,PASS
A000812,22354.1,22354.1,0.0,PASS
A000813,5896.46,5896.46,0.0,PASS
A000814,6608.41,6608.41,0.0,PASS
A000815,16785.97,16785.97,0.0,PASS
A000816,9822.32,9822.32,0.0,PASS
A000817,11529.55,11529.55,0.0,PASS
A000818,11030.47,11030.47,0.0,PASS
A000819,13934.29,13934.29,0.0,PASS
A000820,3260.0,3260.0,0.0,PASS
A000821,9393.48,9393.48,0.0,PASS
A000822,16631.03,16631.03,0.0,PASS
A000823,20438.21,20438.21,0.0,PASS
A000824,4080.29,4080.29,0.0,PASS
A000825,5927.57,5927.57,0.0,PASS
A000826,13954.91,13954.91,0.0,PASS
A000827,5633.76,5633.76,0.0,PASS
A000828,10797.86,10797.86,0.0,PASS
A000829,12313.09,12313.09,0.0,PASS
A000830,6832.6,6832.6,0.0,PASS
A000831,15678.56,15678.56,0.0,PASS
A000832,12955.0,12955.0,0.0,PASS
A000833,6600.19,6600.19,0.0,PASS
A000834,7225.03,7225.03,0.0,PASS
A000835,11557.55,11557.55,0.0,PASS
A000836,1064.09,1064.09,0.0,PASS
A000837,13177.62,13177.62,0.0,PASS
A000838,14103.34,14103.34,0.0,PASS
A000839,8055.99,8055.99,0.0,PASS
A000840,17025.18,17025.18,0.0,PASS
A000841,5648.45,5648.45,0.0,PASS
A000842,7807.69,7807.69,0.0,PASS
A000843,20237.01,20237.01,0.0,PASS
A000844,3237.49,3237.49,0.0,PASS
A000845,8696.62,8696.62,0.0,PASS
A000846,7689.52,7689.52,0.0,PASS
A000847,6906.77,6906.77,0.0,PASS
A000848,20028.49,20028.49,0.0,PASS
A000849,-887.48,-887.48,0.0,PASS
A000850,-1370.83,-1370.83,0.0,PASS
A000851,8668.79,8668.79,0.0,PASS
A000852,9211.06,9211.06,0.0,PASS
A000853,7796.66,7796.66,0.0,PASS
A000854,8669.38,8669.38,0.0,PASS
A000855,8561.53,8561.53,0.0,PASS
A000856,20816.0,20816.0,0.0,PASS
A000857,13793.91,13793.91,0.0,PASS
A000858,4217.66,4217.66,0.0,PASS
A000859,12571.52,12571.52,0.0,PASS
A000860,11831.41,11831.41,0.0,PASS
A000861,2545.12,2545.12,0.0,PASS
A000862,12272.71,12272.71,0.0,PASS
A000863,8711.04,8711.04,0.0,PASS
A000864,16336.04,16336.04,0.0,PASS
A000865,7009.65,7009.65,0.0,PASS
A000866,14620.11,14620.11,0.0,PASS
A000867,11026.91,11026.91,0.0,PASS
A000868,17829.22,17829.22,0.0,PASS
A000869,2831.91,2831.91,0.0,PASS
A000870,10652.96,10652.96,0.0,PASS
A000871,9883.42,9883.42,0.0,PASS
A000872,18965.4,18965.4,0.0,PASS
A000873,6567.69,6567.69,0.0,PASS
A000874,11984.79,11984.79,0.0,PASS
A000875,7655.31,7655.31,0.0,PASS
A000876,9920.67,9920.67,0.0,PASS
A000877,261.63,261.63,0.0,PASS
A000878,11466.44,11466.44,0.0,PASS
A000879,4406.73,4406.73,0.0,PASS
A000880,10705.68,10705.68,0.0,PASS
A000881,5375.77,5375.77,0.0,PASS
A000882,20283.7,20283.7,0.0,PASS
A000883,10965.21,10965.21,0.0,PASS
A000884,14387.88,14387.88,0.0,PASS
A000885,14326.41,14326.41,0.0,PASS
A000886,1245.47,1245.47,0.0,PASS
A000887,10198.29,10198.29,0.0,PASS
A000888,16616.0,16616.0,0.0,PASS
A000889,14523.2,14523.2,0.0,PASS
A000890,11017.57,11017.57,0.0,PASS
A000891,11187.41,11187.41,0.0,PASS
A000892,2768.78,2768.78,0.0,PASS
A000893,12513.19,12513.19,0.0,PASS
A000894,8383.88,8383.88,0.0,PASS
A000895,11847.28,11847.28,0.0,PASS
A000896,6433.93,6433.93,0.0,PASS
A000897,4340.56,4340.56,0.0,PASS
A000898,11838.82,11838.82,0.0,PASS
A000899,10584.17,10584.17,0.0,PASS
A000900,11935.1,11935.1,0.0,PASS
A000901,8631.67,8631.67,0.0,PASS
A000902,14758.1,14758.1,0.0,PASS
A000903,1885.96,1885.96,0.0,PASS
A000904,16034.15,16034.15,0.0,PASS
A000905,21591.38,21591.38,0.0,PASS
A000906,11501.94,11501.94,0.0,PASS
A000907,7591.5,7591.5,0.0,PASS
A000908,12116.87,12116.87,0.0,PASS
A000909,21241.22,21241.22,0.0,PASS
A000910,5603.66,5603.66,0.0,PASS
A000911,15963.9,15963.9,0.0,PASS
A000912,19983.76,19983.76,0.0,PASS
A000913,4094.44,4094.44,0.0,PASS
A000914,20444.33,20444.33,0.0,PASS
A000915,19071.0,19071.0,0.0,PASS
A000916,13216.76,13216.76,0.0,PASS
A000917,14498.25,14498.25,0.0,PASS
A000918,4258.43,4258.43,0.0,PASS
A000919,15215.27,15215.27,0.0,PASS
A000920,5120.37,5120.37,0.0,PASS
A000921,8251.39,8251.39,0.0,PASS
A000922,8235.1,8235.1,0.0,PASS
A000923,14456.62,14456.62,0.0,PASS
A000924,10521.52,10521.52,0.0,PASS
A000925,19847.66,19847.66,0.0,PASS
A000926,6379.67,6379.67,0.0,PASS
A000927,8937.18,8937.18,0.0,PASS
A000928,11647.71,11647.71,0.0,PASS
A000929,19379.28,19379.28,0.0,PASS
A000930,1210.61,1210.61,0.0,PASS
A000931,6029.75,6029.75,0.0,PASS
A000932,9845.36,9845.36,0.0,PASS
A000933,13682.95,13682.95,0.0,PASS
A000934,6614.95,6614.95,0.0,PASS
A000935,11228.96,11228.96,0.0,PASS
A000936,9621.11,9621.11,0.0,PASS
A000937,13527.63,13527.63,0.0,PASS
A000938,7709.58,7709.58,0.0,PASS
A000939,2061.46,2061.46,0.0,PASS
A000940,17015.87,17015.87,0.0,PASS
A000941,6622.03,6622.03,0.0,PASS
A000942,16175.47,16175.47,0.0,PASS
A000943,17701.45,17701.45,0.0,PASS
A000944,6217.26,6217.26,0.0,PASS
A000945,16466.44,16466.44,0.0,PASS
A000946,18489.31,18489.31,0.0,PASS
A000947,10666.06,10666.06,0.0,PASS
A000948,4630.4,4630.4,0.0,PASS
A000949,18190.87,18190.87,0.0,PASS
A000950,7254.99,7254.99,0.0,PASS
A000951,14642.15,14642.15,0.0,PASS
A000952,10982.99,10982.99,0.0,PASS
A000953,14215.63,14215.63,0.0,PASS
A000954,10940.2,10940.2,0.0,PASS
A000955,7861.92,7861.92,0.0,PASS
A000956,7025.25,7025.25,0.0,PASS
A000957,8381.34,8381.34,0.0,PASS
A000958,3682.62,3682.62,0.0,PASS
A000959,14144.32,14144.32,0.0,PASS
A000960,2599.17,2599.17,0.0,PASS
A000961,25911.84,25911.84,0.0,PASS
A000962,14645.19,14645.19,0.0,PASS
A000963,7617.87,7617.87,0.0,PASS
A000964,20133.6,20133.6,0.0,PASS
A000965,18857.79,18857.79,0.0,PASS
A000966,14151.29,14151.29,0.0,PASS
A000967,18210.85,18210.85,0.0,PASS
A000968,1620.59,1620.59,0.0,PASS
A000969,8312.84,8312.84,0.0,PASS
A000970,19234.18,19234.18,0.0,PASS
A000971,8611.91,8611.91,0.0,PASS
A000972,27111.59,27111.59,0.0,PASS
A000973,11340.42,11340.42,0.0,PASS
A000974,21037.11,21037.11,0.0,PASS
A000975,13889.81,13889.81,0.0,PASS
A000976,30018.3,30018.3,0.0,PASS
A000977,13015.09,13015.09,0.0,PASS
A000978,15346.2,15346.2,0.0,PASS
A000979,5840.88,5840.88,0.0,PASS
A000980,4592.73,4592.73,0.0,PASS
A000981,17029.41,17029.41,0.0,PASS
A000982,6960.7,6960.7,0.0,PASS
A000983,10258.19,10258.19,0.0,PASS
A000984,10400.51,10400.51,0.0,PASS
A000985,19371.78,19371.78,0.0,PASS
A000986,9316.87,9316.87,0.0,PASS
A000987,8220.04,8220.04,0.0,PASS
A000988,11098.05,11098.05,0.0,PASS
A000989,8009.04,8009.04,0.0,PASS
A000990,10446.67,10446.67,0.0,PASS
A000991,18744.0,18744.0,0.0,PASS
A000992,3614.99,3614.99,0.0,PASS
A000993,12392.64,12392.64,0.0,PASS
A000994,12023.45,12023.45,0.0,PASS
A000995,12011.01,12011.01,0.0,PASS
A000996,8449.9,8449.9,0.0,PASS
A000997,16984.68,16984.68,0.0,PASS
A000998,9602.5,9602.5,0.0,PASS
A000999,10014.68,10014.68,0.0,PASS
A001000,23485.97,23485.97,0.0,PASS
