snapshot_date,account_id,closing_balance
2026-06-28,A000224,11781.29
2025-07-28,A000225,13282.09
2025-08-28,A000225,13043.89
2025-09-28,A000225,13025.22
2025-10-28,A000225,13130.1
2025-11-28,A000225,14049.32
2025-12-28,A000225,14657.33
2026-01-28,A000225,14259.27
2026-02-28,A000225,14385.51
2026-03-28,A000225,14933.79
2026-04-28,A000225,14799.6
2026-05-28,A000225,14488.49
2026-06-28,A000225,14634.42
2025-07-28,A000226,14163.28
2025-08-28,A000226,13432.66
2025-09-28,A000226,13595.31
2025-10-28,A000226,14049.99
2025-11-28,A000226,14613.74
2025-12-28,A000226,14722.48
2026-01-28,A000226,15206.08
2026-02-28,A000226,15488.74
2026-03-28,A000226,15829.43
2026-04-28,A000226,16002.37
2026-05-28,A000226,16195.2
2026-06-28,A000226,16100.0
2025-07-28,A000227,17444.23
2025-08-28,A000227,18101.44
2025-09-28,A000227,17129.98
2025-10-28,A000227,16776.53
2025-11-28,A000227,16370.13
2025-12-28,A000227,16090.73
2026-01-28,A000227,16253.42
2026-02-28,A000227,15957.23
2026-03-28,A000227,15472.92
2026-04-28,A000227,15688.31
2026-05-28,A000227,14720.52
2026-06-28,A000227,14281.23
2025-07-28,A000228,13761.29
2025-08-28,A000228,13574.3
2025-09-28,A000228,13364.85
2025-10-28,A000228,13018.12
2025-11-28,A000228,12160.62
2025-12-28,A000228,12209.62
2026-01-28,A000228,11427.84
2026-02-28,A000228,10987.11
2026-03-28,A000228,11613.92
2026-04-28,A000228,11576.58
2026-05-28,A000228,10916.15
2026-06-28,A000228,11298.11
2025-07-28,A000229,-344.82
2025-08-28,A000229,534.95
2025-09-28,A000229,1065.02
2025-10-28,A000229,2078.43
2025-11-28,A000229,1975.33
2025-12-28,A000229,3093.51
2026-01-28,A000229,3320.02
2026-02-28,A000229,4181.55
2026-03-28,A000229,4386.16
2026-04-28,A000229,5819.38
2026-05-28,A000229,7192.19
2026-06-28,A000229,6706.82
2025-07-28,A000230,1371.77
2025-08-28,A000230,1555.8
2025-09-28,A000230,2414.26
2025-10-28,A000230,3160.24
2025-11-28,A000230,2866.95
2025-12-28,A000230,2363.1
2026-01-28,A000230,2647.89
2026-02-28,A000230,2858.89
2026-03-28,A000230,2466.33
2026-04-28,A000230,2011.22
2026-05-28,A000230,2743.45
2026-06-28,A000230,3664.65
2025-07-28,A000231,18340.62
2025-08-28,A000231,19510.85
2025-09-28,A000231,19578.8
2025-10-28,A000231,20505.87
2025-11-28,A000231,21169.56
2025-12-28,A000231,20924.89
2026-01-28,A000231,21003.91
2026-02-28,A000231,20682.51
2026-03-28,A000231,21751.04
2026-04-28,A000231,23159.22
2026-05-28,A000231,24192.58
2026-06-28,A000231,24927.03
2025-07-28,A000232,11673.95
2025-08-28,A000232,12809.31
2025-09-28,A000232,12866.15
2025-10-28,A000232,14073.7
2025-11-28,A000232,14468.75
2025-12-28,A000232,14299.96
2026-01-28,A000232,13908.91
2026-02-28,A000232,14255.99
2026-03-28,A000232,13727.24
2026-04-28,A000232,14627.86
2026-05-28,A000232,15989.16
2026-06-28,A000232,17069.57
2025-07-28,A000233,8528.74
2025-08-28,A000233,8005.45
2025-09-28,A000233,7712.15
2025-10-28,A000233,8305.72
2025-11-28,A000233,7970.19
2025-12-28,A000233,7631.97
2026-01-28,A000233,6721.03
2026-02-28,A000233,7129.75
2026-03-28,A000233,6246.93
2026-04-28,A000233,6488.25
2026-05-28,A000233,6978.11
2026-06-28,A000233,6333.59
2025-07-28,A000234,3896.68
2025-08-28,A000234,5385.73
2025-09-28,A000234,6250.47
2025-10-28,A000234,5435.12
2025-11-28,A000234,6979.46
2025-12-28,A000234,7775.88
2026-01-28,A000234,7839.1
2026-02-28,A000234,7128.46
2026-03-28,A000234,7591.97
2026-04-28,A000234,8823.35
2026-05-28,A000234,8390.04
2026-06-28,A000234,7708.4
2025-07-28,A000235,16840.03
2025-08-28,A000235,17714.57
2025-09-28,A000235,19304.18
2025-10-28,A000235,19395.35
2025-11-28,A000235,19777.33
2025-12-28,A000235,21172.48
2026-01-28,A000235,22778.23
2026-02-28,A000235,23750.04
2026-03-28,A000235,24867.1
2026-04-28,A000235,25744.34
2026-05-28,A000235,25570.34
2026-06-28,A000235,25633.77
2025-07-28,A000236,16750.15
2025-08-28,A000236,17718.85
2025-09-28,A000236,17605.42
2025-10-28,A000236,18099.16
2025-11-28,A000236,19529.36
2025-12-28,A000236,21174.75
2026-01-28,A000236,21744.84
2026-02-28,A000236,21442.07
2026-03-28,A000236,21623.96
2026-04-28,A000236,22186.28
2026-05-28,A000236,21681.47
2026-06-28,A000236,21279.25
2025-07-28,A000237,10497.0
2025-08-28,A000237,10494.3
2025-09-28,A000237,10751.68
2025-10-28,A000237,10443.18
2025-11-28,A000237,9671.15
2025-12-28,A000237,9805.55
2026-01-28,A000237,9745.33
2026-02-28,A000237,9844.4
2026-03-28,A000237,10933.05
2026-04-28,A000237,12188.62
2026-05-28,A000237,12083.38
2026-06-28,A000237,13380.54
2025-07-28,A000238,10483.64
2025-08-28,A000238,10355.44
2025-09-28,A000238,10946.48
2025-10-28,A000238,10733.64
2025-11-28,A000238,10898.03
2025-12-28,A000238,11431.48
2026-01-28,A000238,11513.23
2026-02-28,A000238,11522.99
2026-03-28,A000238,12048.38
2026-04-28,A000238,12202.95
2026-05-28,A000238,12122.57
2026-06-28,A000238,12357.24
2025-07-28,A000239,7415.47
2025-08-28,A000239,7798.61
2025-09-28,A000239,7440.67
2025-10-28,A000239,8483.44
2025-11-28,A000239,8671.75
2025-12-28,A000239,9545.37
2026-01-28,A000239,10655.28
2026-02-28,A000239,10475.56
2026-03-28,A000239,11642.95
2026-04-28,A000239,11072.7
2026-05-28,A000239,11642.91
2026-06-28,A000239,12760.85
2025-07-28,A000240,6428.82
2025-08-28,A000240,7260.38
2025-09-28,A000240,7224.44
2025-10-28,A000240,8109.63
2025-11-28,A000240,7932.86
2025-12-28,A000240,8969.41
2026-01-28,A000240,9390.46
2026-02-28,A000240,10581.14
2026-03-28,A000240,10043.75
2026-04-28,A000240,10142.63
2026-05-28,A000240,11070.73
2026-06-28,A000240,10034.06
2025-07-28,A000241,1002.07
2025-08-28,A000241,758.45
2025-09-28,A000241,532.89
2025-10-28,A000241,1025.11
2025-11-28,A000241,1422.37
2025-12-28,A000241,1150.37
2026-01-28,A000241,1059.98
2026-02-28,A000241,897.33
2026-03-28,A000241,1339.69
2026-04-28,A000241,1265.41
2026-05-28,A000241,1651.28
2026-06-28,A000241,1856.84
2025-07-28,A000242,4980.68
2025-08-28,A000242,4954.44
2025-09-28,A000242,5736.14
2025-10-28,A000242,6701.88
2025-11-28,A000242,6174.31
2025-12-28,A000242,6139.31
2026-01-28,A000242,6965.87
2026-02-28,A000242,7333.14
2026-03-28,A000242,7016.83
2026-04-28,A000242,7994.16
2026-05-28,A000242,8056.08
2026-06-28,A000242,8354.64
2025-07-28,A000243,17346.92
2025-08-28,A000243,18422.98
2025-09-28,A000243,17902.86
2025-10-28,A000243,17710.95
2025-11-28,A000243,18212.38
2025-12-28,A000243,18954.09
2026-01-28,A000243,19209.06
2026-02-28,A000243,19521.37
2026-03-28,A000243,20106.97
2026-04-28,A000243,20706.84
2026-05-28,A000243,21600.66
2026-06-28,A000243,21668.76
2025-07-28,A000244,10471.97
2025-08-28,A000244,10738.51
2025-09-28,A000244,11304.68
2025-10-28,A000244,10388.42
2025-11-28,A000244,9708.44
2025-12-28,A000244,9464.87
2026-01-28,A000244,8722.98
2026-02-28,A000244,9021.51
2026-03-28,A000244,9250.11
2026-04-28,A000244,9148.61
2026-05-28,A000244,8945.86
2026-06-28,A000244,8161.72
2025-07-28,A000245,7899.19
2025-08-28,A000245,7276.29
2025-09-28,A000245,8260.47
2025-10-28,A000245,9246.21
2025-11-28,A000245,10214.05
2025-12-28,A000245,9552.07
2026-01-28,A000245,9979.74
2026-02-28,A000245,10458.34
2026-03-28,A000245,11996.18
2026-04-28,A000245,11572.99
2026-05-28,A000245,11480.95
2026-06-28,A000245,12040.33
2025-07-28,A000246,16274.21
2025-08-28,A000246,17877.81
2025-09-28,A000246,16990.1
2025-10-28,A000246,16192.16
2025-11-28,A000246,15879.32
2025-12-28,A000246,17092.12
2026-01-28,A000246,16660.54
2026-02-28,A000246,18312.84
2026-03-28,A000246,18825.22
2026-04-28,A000246,18442.16
2026-05-28,A000246,19246.13
2026-06-28,A000246,18086.18
2025-07-28,A000247,11175.22
2025-08-28,A000247,11387.47
2025-09-28,A000247,12585.03
2025-10-28,A000247,12452.95
2025-11-28,A000247,12067.36
2025-12-28,A000247,12072.19
2026-01-28,A000247,12302.49
2026-02-28,A000247,12597.79
2026-03-28,A000247,11914.44
2026-04-28,A000247,12783.14
2026-05-28,A000247,12096.82
2026-06-28,A000247,13020.74
2025-07-28,A000248,12708.96
2025-08-28,A000248,12865.57
2025-09-28,A000248,12512.93
2025-10-28,A000248,12708.34
2025-11-28,A000248,13020.46
2025-12-28,A000248,13467.43
2026-01-28,A000248,13869.14
2026-02-28,A000248,14303.15
2026-03-28,A000248,14877.52
2026-04-28,A000248,15168.4
2026-05-28,A000248,15745.4
2026-06-28,A000248,15525.4
2025-07-28,A000249,12724.0
2025-08-28,A000249,12879.12
2025-09-28,A000249,13668.92
2025-10-28,A000249,13840.64
2025-11-28,A000249,14555.54
2025-12-28,A000249,15821.47
2026-01-28,A000249,15764.78
2026-02-28,A000249,16253.4
2026-03-28,A000249,17411.74
2026-04-28,A000249,17772.13
2026-05-28,A000249,18401.09
2026-06-28,A000249,20201.23
2025-07-28,A000250,3705.8
2025-08-28,A000250,3948.32
2025-09-28,A000250,4007.24
2025-10-28,A000250,3793.79
2025-11-28,A000250,4559.56
2025-12-28,A000250,4548.69
2026-01-28,A000250,4590.49
2026-02-28,A000250,4340.44
2026-03-28,A000250,4057.95
2026-04-28,A000250,4712.05
2026-05-28,A000250,4876.63
2026-06-28,A000250,4777.98
2025-07-28,A000251,14089.27
2025-08-28,A000251,13880.11
2025-09-28,A000251,14018.57
2025-10-28,A000251,13723.61
2025-11-28,A000251,14390.67
2025-12-28,A000251,14921.45
2026-01-28,A000251,14951.33
2026-02-28,A000251,15346.46
2026-03-28,A000251,15041.56
2026-04-28,A000251,15530.14
2026-05-28,A000251,16148.52
2026-06-28,A000251,16010.4
2025-07-28,A000252,8760.95
2025-08-28,A000252,10007.96
2025-09-28,A000252,10785.57
2025-10-28,A000252,10753.34
2025-11-28,A000252,10539.03
2025-12-28,A000252,11470.83
2026-01-28,A000252,11246.88
2026-02-28,A000252,10617.05
2026-03-28,A000252,12158.47
2026-04-28,A000252,10772.46
2026-05-28,A000252,10174.55
2026-06-28,A000252,11711.4
2025-07-28,A000253,4215.09
2025-08-28,A000253,4747.65
2025-09-28,A000253,4666.36
2025-10-28,A000253,5060.75
2025-11-28,A000253,6129.04
2025-12-28,A000253,6419.6
2026-01-28,A000253,7744.88
2026-02-28,A000253,7699.64
2026-03-28,A000253,8792.14
2026-04-28,A000253,8989.53
2026-05-28,A000253,8509.63
2026-06-28,A000253,7828.36
2025-07-28,A000254,15824.94
2025-08-28,A000254,17142.21
2025-09-28,A000254,16826.72
2025-10-28,A000254,18547.42
2025-11-28,A000254,17534.16
2025-12-28,A000254,17085.54
2026-01-28,A000254,17018.94
2026-02-28,A000254,15959.44
2026-03-28,A000254,15706.14
2026-04-28,A000254,15100.69
2026-05-28,A000254,16538.95
2026-06-28,A000254,16249.63
2025-07-28,A000255,13824.95
2025-08-28,A000255,13436.72
2025-09-28,A000255,14006.52
2025-10-28,A000255,14217.68
2025-11-28,A000255,14919.91
2025-12-28,A000255,14638.85
2026-01-28,A000255,14476.8
2026-02-28,A000255,15070.7
2026-03-28,A000255,14691.58
2026-04-28,A000255,14376.82
2026-05-28,A000255,15098.97
2026-06-28,A000255,14831.89
2025-07-28,A000256,2194.31
2025-08-28,A000256,1464.41
2025-09-28,A000256,3613.86
2025-10-28,A000256,1914.54
2025-11-28,A000256,2939.73
2025-12-28,A000256,4197.84
2026-01-28,A000256,5380.35
2026-02-28,A000256,5257.72
2026-03-28,A000256,4936.41
2026-04-28,A000256,6500.63
2026-05-28,A000256,7366.95
2026-06-28,A000256,8978.19
2025-07-28,A000257,10489.18
2025-08-28,A000257,11185.47
2025-09-28,A000257,11513.7
2025-10-28,A000257,12193.58
2025-11-28,A000257,12325.96
2025-12-28,A000257,12898.62
2026-01-28,A000257,13429.02
2026-02-28,A000257,13253.18
2026-03-28,A000257,13599.96
2026-04-28,A000257,13907.36
2026-05-28,A000257,13524.69
2026-06-28,A000257,13919.44
2025-07-28,A000258,10809.92
2025-08-28,A000258,10177.12
2025-09-28,A000258,10606.05
2025-10-28,A000258,11096.73
2025-11-28,A000258,12304.97
2025-12-28,A000258,13166.18
2026-01-28,A000258,12789.44
2026-02-28,A000258,14001.29
2026-03-28,A000258,13443.94
2026-04-28,A000258,14614.65
2026-05-28,A000258,14419.94
2026-06-28,A000258,15641.41
2025-07-28,A000259,17473.2
2025-08-28,A000259,16944.63
2025-09-28,A000259,17041.32
2025-10-28,A000259,17947.42
2025-11-28,A000259,18251.96
2025-12-28,A000259,17782.53
2026-01-28,A000259,17723.08
2026-02-28,A000259,17439.79
2026-03-28,A000259,18286.37
2026-04-28,A000259,19201.73
2026-05-28,A000259,20795.53
2026-06-28,A000259,21055.92
2025-07-28,A000260,4615.05
2025-08-28,A000260,4988.11
2025-09-28,A000260,5017.56
2025-10-28,A000260,4979.76
2025-11-28,A000260,5577.33
2025-12-28,A000260,5355.75
2026-01-28,A000260,5515.06
2026-02-28,A000260,5763.68
2026-03-28,A000260,6370.57
2026-04-28,A000260,6366.05
2026-05-28,A000260,6165.41
2026-06-28,A000260,6034.2
2025-07-28,A000261,15884.55
2025-08-28,A000261,16182.07
2025-09-28,A000261,16237.16
2025-10-28,A000261,16470.75
2025-11-28,A000261,16568.69
2025-12-28,A000261,16815.63
2026-01-28,A000261,16532.19
2026-02-28,A000261,16945.37
2026-03-28,A000261,17314.68
2026-04-28,A000261,17600.89
2026-05-28,A000261,17807.8
2026-06-28,A000261,17943.32
2025-07-28,A000262,4611.32
2025-08-28,A000262,5464.15
2025-09-28,A000262,4816.2
2025-10-28,A000262,5042.78
2025-11-28,A000262,6101.37
2025-12-28,A000262,6089.35
2026-01-28,A000262,6925.43
2026-02-28,A000262,7594.35
2026-03-28,A000262,7583.42
2026-04-28,A000262,7190.29
2026-05-28,A000262,7303.6
2026-06-28,A000262,7066.41
2025-07-28,A000263,6782.13
2025-08-28,A000263,6797.08
2025-09-28,A000263,6852.57
2025-10-28,A000263,6986.51
2025-11-28,A000263,7244.65
2025-12-28,A000263,7700.26
2026-01-28,A000263,7187.47
2026-02-28,A000263,7496.01
2026-03-28,A000263,7859.48
2026-04-28,A000263,8556.38
2026-05-28,A000263,8941.45
2026-06-28,A000263,8667.26
2025-07-28,A000264,11259.88
2025-08-28,A000264,12167.15
2025-09-28,A000264,12656.33
2025-10-28,A000264,12117.3
2025-11-28,A000264,13342.83
2025-12-28,A000264,13198.99
2026-01-28,A000264,13271.94
2026-02-28,A000264,13827.85
2026-03-28,A000264,13942.3
2026-04-28,A000264,15307.7
2026-05-28,A000264,14992.09
2026-06-28,A000264,16126.68
2025-07-28,A000265,1483.84
2025-08-28,A000265,2157.51
2025-09-28,A000265,3027.32
2025-10-28,A000265,3555.94
2025-11-28,A000265,3981.88
2025-12-28,A000265,4652.38
2026-01-28,A000265,5707.25
2026-02-28,A000265,5757.65
2026-03-28,A000265,6454.01
2026-04-28,A000265,7188.76
2026-05-28,A000265,7406.17
2026-06-28,A000265,6920.75
2025-07-28,A000266,8130.87
2025-08-28,A000266,7119.35
2025-09-28,A000266,6540.58
2025-10-28,A000266,6675.96
2025-11-28,A000266,5734.53
2025-12-28,A000266,5610.72
2026-01-28,A000266,6145.95
2026-02-28,A000266,5657.76
2026-03-28,A000266,6451.84
2026-04-28,A000266,7396.23
2026-05-28,A000266,7410.96
2026-06-28,A000266,7708.69
2025-07-28,A000267,10408.48
2025-08-28,A000267,10482.69
2025-09-28,A000267,9985.64
2025-10-28,A000267,9514.93
2025-11-28,A000267,9287.52
2025-12-28,A000267,8968.45
2026-01-28,A000267,9062.36
2026-02-28,A000267,9022.99
2026-03-28,A000267,9119.51
2026-04-28,A000267,9063.53
2026-05-28,A000267,8569.21
2026-06-28,A000267,8768.61
2025-07-28,A000268,1782.72
2025-08-28,A000268,988.39
2025-09-28,A000268,2161.87
2025-10-28,A000268,2892.61
2025-11-28,A000268,4206.04
2025-12-28,A000268,5465.83
2026-01-28,A000268,6795.0
2026-02-28,A000268,7260.48
2026-03-28,A000268,7512.52
2026-04-28,A000268,8713.59
2026-05-28,A000268,8894.78
2026-06-28,A000268,9173.78
2025-07-28,A000269,10504.67
2025-08-28,A000269,10458.42
2025-09-28,A000269,11933.86
2025-10-28,A000269,12622.8
2025-11-28,A000269,13202.05
2025-12-28,A000269,13938.07
2026-01-28,A000269,14182.55
2026-02-28,A000269,13731.04
2026-03-28,A000269,13525.3
2026-04-28,A000269,14588.37
2026-05-28,A000269,14687.96
2026-06-28,A000269,15267.55
2025-07-28,A000270,7441.55
2025-08-28,A000270,8056.13
2025-09-28,A000270,8438.52
2025-10-28,A000270,8661.59
2025-11-28,A000270,9547.34
2025-12-28,A000270,10085.88
2026-01-28,A000270,9715.45
2026-02-28,A000270,9749.2
2026-03-28,A000270,10949.93
2026-04-28,A000270,11932.58
2026-05-28,A000270,12361.65
2026-06-28,A000270,12479.1
2025-07-28,A000271,12897.37
2025-08-28,A000271,12762.61
2025-09-28,A000271,13167.33
2025-10-28,A000271,13246.37
2025-11-28,A000271,13200.7
2025-12-28,A000271,12917.69
2026-01-28,A000271,13614.83
2026-02-28,A000271,13619.67
2026-03-28,A000271,13235.38
2026-04-28,A000271,13064.39
2026-05-28,A000271,12671.72
2026-06-28,A000271,12706.4
2025-07-28,A000272,9383.84
2025-08-28,A000272,9799.75
2025-09-28,A000272,10750.87
2025-10-28,A000272,10750.56
2025-11-28,A000272,10910.36
2025-12-28,A000272,10524.24
2026-01-28,A000272,10042.99
2026-02-28,A000272,9402.89
2026-03-28,A000272,9089.05
2026-04-28,A000272,8557.33
2026-05-28,A000272,8730.96
2026-06-28,A000272,8296.72
2025-07-28,A000273,15137.99
2025-08-28,A000273,15025.56
2025-09-28,A000273,14641.26
2025-10-28,A000273,14217.13
2025-11-28,A000273,13908.17
2025-12-28,A000273,14146.66
2026-01-28,A000273,14395.3
2026-02-28,A000273,15123.37
2026-03-28,A000273,15102.51
2026-04-28,A000273,15491.53
2026-05-28,A000273,16124.27
2026-06-28,A000273,16016.91
2025-07-28,A000274,12677.25
2025-08-28,A000274,13068.48
2025-09-28,A000274,13559.92
2025-10-28,A000274,14700.81
2025-11-28,A000274,15286.69
2025-12-28,A000274,15443.36
2026-01-28,A000274,16312.62
2026-02-28,A000274,17384.26
2026-03-28,A000274,17753.35
2026-04-28,A000274,17897.15
2026-05-28,A000274,17749.67
2026-06-28,A000274,18021.83
2025-07-28,A000275,1522.94
2025-08-28,A000275,1703.9
2025-09-28,A000275,1765.41
2025-10-28,A000275,1467.23
2025-11-28,A000275,1389.54
2025-12-28,A000275,2224.28
2026-01-28,A000275,2965.36
2026-02-28,A000275,3318.4
2026-03-28,A000275,4089.12
2026-04-28,A000275,4351.82
2026-05-28,A000275,3962.36
2026-06-28,A000275,4214.52
2025-07-28,A000276,18122.84
2025-08-28,A000276,19608.22
2025-09-28,A000276,19148.06
2025-10-28,A000276,20383.33
2025-11-28,A000276,20795.57
2025-12-28,A000276,21183.1
2026-01-28,A000276,21960.73
2026-02-28,A000276,21615.18
2026-03-28,A000276,20983.66
2026-04-28,A000276,22772.86
2026-05-28,A000276,23743.99
2026-06-28,A000276,24873.57
2025-07-28,A000277,6969.23
2025-08-28,A000277,6885.51
2025-09-28,A000277,5951.52
2025-10-28,A000277,5335.6
2025-11-28,A000277,4416.19
2025-12-28,A000277,4792.83
2026-01-28,A000277,5547.26
2026-02-28,A000277,4889.76
2026-03-28,A000277,5060.97
2026-04-28,A000277,4335.76
2026-05-28,A000277,4847.43
2026-06-28,A000277,5257.22
2025-07-28,A000278,8470.85
2025-08-28,A000278,8318.68
2025-09-28,A000278,9256.7
2025-10-28,A000278,9416.78
2025-11-28,A000278,9595.84
2025-12-28,A000278,9745.31
2026-01-28,A000278,9401.16
2026-02-28,A000278,10069.89
2026-03-28,A000278,11066.02
2026-04-28,A000278,10861.99
2026-05-28,A000278,10465.75
2026-06-28,A000278,11475.13
2025-07-28,A000279,9704.07
2025-08-28,A000279,10298.51
2025-09-28,A000279,10737.91
2025-10-28,A000279,10607.88
2025-11-28,A000279,11686.62
2025-12-28,A000279,12247.55
2026-01-28,A000279,12090.11
2026-02-28,A000279,13367.97
2026-03-28,A000279,14820.05
2026-04-28,A000279,14330.41
2026-05-28,A000279,15758.07
2026-06-28,A000279,15420.58
2025-07-28,A000280,13727.21
2025-08-28,A000280,13343.08
2025-09-28,A000280,13924.88
2025-10-28,A000280,13557.37
2025-11-28,A000280,13052.64
2025-12-28,A000280,12276.72
2026-01-28,A000280,12356.05
2026-02-28,A000280,11932.32
2026-03-28,A000280,12103.0
2026-04-28,A000280,12089.51
2026-05-28,A000280,11647.56
2026-06-28,A000280,12027.19
2025-07-28,A000281,12162.92
2025-08-28,A000281,13184.69
2025-09-28,A000281,13410.98
2025-10-28,A000281,13008.07
2025-11-28,A000281,12452.26
2025-12-28,A000281,12639.92
2026-01-28,A000281,12492.86
2026-02-28,A000281,13389.01
2026-03-28,A000281,14534.15
2026-04-28,A000281,15625.7
2026-05-28,A000281,16511.69
2026-06-28,A000281,16371.68
2025-07-28,A000282,12398.9
2025-08-28,A000282,13742.77
2025-09-28,A000282,13311.13
2025-10-28,A000282,13909.62
2025-11-28,A000282,14263.36
2025-12-28,A000282,14733.26
2026-01-28,A000282,15285.02
2026-02-28,A000282,15182.56
2026-03-28,A000282,14336.42
2026-04-28,A000282,14611.24
2026-05-28,A000282,16115.49
2026-06-28,A000282,16840.79
2025-07-28,A000283,1200.88
2025-08-28,A000283,1269.63
2025-09-28,A000283,1351.36
2025-10-28,A000283,940.15
2025-11-28,A000283,1179.1
2025-12-28,A000283,2040.68
2026-01-28,A000283,2446.33
2026-02-28,A000283,2392.17
2026-03-28,A000283,1992.43
2026-04-28,A000283,1788.74
2026-05-28,A000283,2803.65
2026-06-28,A000283,3801.16
2025-07-28,A000284,9565.45
2025-08-28,A000284,9389.95
2025-09-28,A000284,9544.76
2025-10-28,A000284,8583.51
2025-11-28,A000284,7608.52
2025-12-28,A000284,8184.66
2026-01-28,A000284,8091.22
2026-02-28,A000284,7866.5
2026-03-28,A000284,7694.54
2026-04-28,A000284,7608.9
2026-05-28,A000284,7581.78
2026-06-28,A000284,7868.86
2025-07-28,A000285,8489.62
2025-08-28,A000285,8531.03
2025-09-28,A000285,8682.63
2025-10-28,A000285,8817.39
2025-11-28,A000285,8932.85
2025-12-28,A000285,8201.07
2026-01-28,A000285,7437.46
2026-02-28,A000285,8051.43
2026-03-28,A000285,7723.78
2026-04-28,A000285,7454.82
2026-05-28,A000285,7536.45
2026-06-28,A000285,7999.18
2025-07-28,A000286,13848.48
2025-08-28,A000286,13070.71
2025-09-28,A000286,12168.97
2025-10-28,A000286,14036.3
2025-11-28,A000286,15088.89
2025-12-28,A000286,15286.48
2026-01-28,A000286,14157.53
2026-02-28,A000286,15308.97
2026-03-28,A000286,14364.36
2026-04-28,A000286,15001.07
2026-05-28,A000286,15788.15
2026-06-28,A000286,16284.4
2025-07-28,A000287,7581.92
2025-08-28,A000287,7076.88
2025-09-28,A000287,6793.5
2025-10-28,A000287,6994.95
2025-11-28,A000287,6336.6
2025-12-28,A000287,6598.18
2026-01-28,A000287,6301.25
2026-02-28,A000287,6099.34
2026-03-28,A000287,5645.99
2026-04-28,A000287,6707.41
2026-05-28,A000287,8160.99
2026-06-28,A000287,8573.69
2025-07-28,A000288,4124.51
2025-08-28,A000288,4204.62
2025-09-28,A000288,4347.02
2025-10-28,A000288,4444.32
2025-11-28,A000288,4141.55
2025-12-28,A000288,3656.0
2026-01-28,A000288,4261.33
2026-02-28,A000288,4258.1
2026-03-28,A000288,5083.63
2026-04-28,A000288,5342.85
2026-05-28,A000288,5303.39
2026-06-28,A000288,5518.6
2025-07-28,A000289,9228.83
2025-08-28,A000289,9229.97
2025-09-28,A000289,9094.88
2025-10-28,A000289,9988.88
2025-11-28,A000289,9510.96
2025-12-28,A000289,9877.64
2026-01-28,A000289,11003.9
2026-02-28,A000289,12115.38
2026-03-28,A000289,12254.37
2026-04-28,A000289,13215.15
2026-05-28,A000289,14259.78
2026-06-28,A000289,14960.24
2025-07-28,A000290,3120.75
2025-08-28,A000290,4254.56
2025-09-28,A000290,3671.2
2025-10-28,A000290,3757.42
2025-11-28,A000290,3871.65
2025-12-28,A000290,3993.05
2026-01-28,A000290,3776.71
2026-02-28,A000290,4893.48
2026-03-28,A000290,4690.66
2026-04-28,A000290,4056.23
2026-05-28,A000290,3466.62
2026-06-28,A000290,3301.54
2025-07-28,A000291,5671.58
2025-08-28,A000291,5210.3
2025-09-28,A000291,4562.25
2025-10-28,A000291,4463.82
2025-11-28,A000291,3783.09
2025-12-28,A000291,3964.65
2026-01-28,A000291,3030.87
2026-02-28,A000291,4285.57
2026-03-28,A000291,4720.53
2026-04-28,A000291,5455.52
2026-05-28,A000291,5263.95
2026-06-28,A000291,6624.66
2025-07-28,A000292,16962.6
2025-08-28,A000292,17925.8
2025-09-28,A000292,18636.4
2025-10-28,A000292,19150.3
2025-11-28,A000292,20148.45
2025-12-28,A000292,21294.1
2026-01-28,A000292,21513.95
2026-02-28,A000292,21205.0
2026-03-28,A000292,21930.96
2026-04-28,A000292,22338.21
2026-05-28,A000292,21995.21
2026-06-28,A000292,22085.87
2025-07-28,A000293,4482.71
2025-08-28,A000293,4481.62
2025-09-28,A000293,4990.51
2025-10-28,A000293,5625.01
2025-11-28,A000293,5391.44
2025-12-28,A000293,6061.73
2026-01-28,A000293,6842.57
2026-02-28,A000293,7261.94
2026-03-28,A000293,7442.36
2026-04-28,A000293,7715.91
2026-05-28,A000293,7942.85
2026-06-28,A000293,7817.99
2025-07-28,A000294,15254.45
2025-08-28,A000294,15034.94
2025-09-28,A000294,14927.93
2025-10-28,A000294,15232.46
2025-11-28,A000294,15183.96
2025-12-28,A000294,15402.75
2026-01-28,A000294,15677.4
2026-02-28,A000294,16270.81
2026-03-28,A000294,16160.07
2026-04-28,A000294,16223.19
2026-05-28,A000294,16894.61
2026-06-28,A000294,16990.69
2025-07-28,A000295,8653.72
2025-08-28,A000295,8707.91
2025-09-28,A000295,9514.3
2025-10-28,A000295,9335.39
2025-11-28,A000295,8826.7
2025-12-28,A000295,10117.18
2026-01-28,A000295,10633.58
2026-02-28,A000295,10254.63
2026-03-28,A000295,11747.79
2026-04-28,A000295,11564.72
2026-05-28,A000295,11778.29
2026-06-28,A000295,12405.36
2025-07-28,A000296,2968.07
2025-08-28,A000296,4579.55
2025-09-28,A000296,4050.24
2025-10-28,A000296,4861.02
2025-11-28,A000296,6270.25
2025-12-28,A000296,5633.92
2026-01-28,A000296,8162.54
2026-02-28,A000296,9967.74
2026-03-28,A000296,8839.29
2026-04-28,A000296,8761.19
2026-05-28,A000296,8054.43
2026-06-28,A000296,8199.55
2025-07-28,A000297,1497.04
2025-08-28,A000297,1593.6
2025-09-28,A000297,2384.05
2025-10-28,A000297,2091.33
2025-11-28,A000297,3103.48
2025-12-28,A000297,3698.17
2026-01-28,A000297,3403.08
2026-02-28,A000297,3124.99
2026-03-28,A000297,4454.44
